Measure,Vol
BrainSegVol,1081893.000000000000
BrainSegVolNotVent,1060610.000000000000
SupraTentorialVol,948108.000000000000
SupraTentorialVolNotVent,926825.000000000000
SubCortGrayVol,55542.000000000000
lhCortexVol,253929.263592099102
rhCortexVol,248601.549222896632
CortexVol,502530.812814995763
TotalGrayVol,667294.812814995646
lhCerebralWhiteMatterVol,188910.000000000000
rhCerebralWhiteMatterVol,181556.000000000000
CerebralWhiteMatterVol,370466.000000000000
MaskVol,1501523.000000000000
SupraTentorialVolNotVentVox,926825.000000000000
BrainSegVolNotVentSurf,1060610.000000000000
VentricleChoroidVol,17232.000000000000
