Measure,Value
BrainSegVol,1352989.000000
lhCortexVol,304592.865381
rhCortexVol,299697.766294
CortexVol,604290.631676
TotalGrayVol,807494.631676
MaskVol,1941918.000000
BrainSegVol-to-eTIV,0.789304
MaskVol-to-eTIV,1.132872
eTIV,1714155.272524
