Measure,Value
BrainSegVol,1109890.000000
lhCortexVol,237026.145692
rhCortexVol,233971.683251
CortexVol,470997.828943
TotalGrayVol,648762.828943
MaskVol,1578166.000000
BrainSegVol-to-eTIV,0.906399
MaskVol-to-eTIV,1.288820
eTIV,1224504.661565
