Measure,Vol
BrainSegVol,1157972.000000000000
BrainSegVolNotVent,1140086.000000000000
SupraTentorialVol,1027703.000000000000
SupraTentorialVolNotVent,1009817.000000000000
SubCortGrayVol,65001.000000000000
lhCortexVol,254203.184666567337
rhCortexVol,254078.733224070427
CortexVol,508281.917890637764
TotalGrayVol,675238.917890637764
lhCerebralWhiteMatterVol,219198.000000000000
rhCerebralWhiteMatterVol,219622.000000000000
CerebralWhiteMatterVol,438820.000000000000
MaskVol,1594398.000000000000
SupraTentorialVolNotVentVox,1009817.000000000000
BrainSegVolNotVentSurf,1140086.000000000000
VentricleChoroidVol,13985.000000000000
