Measure,Value
BrainSegVol,1474501.000000
lhCortexVol,282621.593316
rhCortexVol,287479.872450
CortexVol,570101.465766
TotalGrayVol,768036.465766
MaskVol,1957824.000000
BrainSegVol-to-eTIV,0.799984
MaskVol-to-eTIV,1.062209
eTIV,1843162.551156
