Measure,Value
BrainSegVol,1340061.000000
lhCortexVol,272226.328219
rhCortexVol,277273.665215
CortexVol,549499.993435
TotalGrayVol,742907.993435
MaskVol,1853393.000000
BrainSegVol-to-eTIV,0.768640
MaskVol-to-eTIV,1.063080
eTIV,1743418.965710
