Measure,Value
BrainSegVol,1095787.000000
lhCortexVol,231570.509188
rhCortexVol,231749.818638
CortexVol,463320.327825
TotalGrayVol,623332.327825
MaskVol,1534145.000000
BrainSegVol-to-eTIV,0.781024
MaskVol-to-eTIV,1.093464
eTIV,1403013.895389
