Measure,Vol
BrainSegVol,1312959.000000000000
BrainSegVolNotVent,1267762.000000000000
SupraTentorialVol,1152752.000000000000
SupraTentorialVolNotVent,1107555.000000000000
SubCortGrayVol,63906.000000000000
lhCortexVol,262730.543406045355
rhCortexVol,260084.034063110535
CortexVol,522814.577469155891
TotalGrayVol,713018.577469155891
lhCerebralWhiteMatterVol,264712.500000000000
rhCerebralWhiteMatterVol,258680.500000000000
CerebralWhiteMatterVol,523393.000000000000
MaskVol,1786817.000000000000
SupraTentorialVolNotVentVox,1107555.000000000000
BrainSegVolNotVentSurf,1267762.000000000000
VentricleChoroidVol,40878.000000000000
