Measure,Vol
BrainSegVol,1230937.000000000000
BrainSegVolNotVent,1215775.000000000000
SupraTentorialVol,1080793.000000000000
SupraTentorialVolNotVent,1065631.000000000000
SubCortGrayVol,68701.000000000000
lhCortexVol,254461.502442802070
rhCortexVol,249132.771789525345
CortexVol,503594.274232327414
TotalGrayVol,690114.274232327472
lhCerebralWhiteMatterVol,249325.500000000000
rhCerebralWhiteMatterVol,246092.500000000000
CerebralWhiteMatterVol,495418.000000000000
MaskVol,1731258.000000000000
SupraTentorialVolNotVentVox,1065631.000000000000
BrainSegVolNotVentSurf,1215775.000000000000
VentricleChoroidVol,12151.000000000000
