Measure,Value
BrainSegVol,1230937.000000
lhCortexVol,254461.502443
rhCortexVol,249132.771790
CortexVol,503594.274232
TotalGrayVol,690114.274232
MaskVol,1731258.000000
BrainSegVol-to-eTIV,0.812211
MaskVol-to-eTIV,1.142338
eTIV,1515539.250593
