Measure,Value
BrainSegVol,1190142.000000
lhCortexVol,264807.528155
rhCortexVol,261410.207850
CortexVol,526217.736006
TotalGrayVol,702240.736006
MaskVol,1587205.000000
BrainSegVol-to-eTIV,0.790827
MaskVol-to-eTIV,1.054668
eTIV,1504933.432980
