Measure,Value
BrainSegVol,1417403.000000
lhCortexVol,310124.083613
rhCortexVol,311015.279047
CortexVol,621139.362659
TotalGrayVol,846882.362659
MaskVol,1990320.000000
BrainSegVol-to-eTIV,0.804232
MaskVol-to-eTIV,1.129304
eTIV,1762430.549151
