Measure,Vol
BrainSegVol,1027135.000000000000
BrainSegVolNotVent,1016239.000000000000
SupraTentorialVol,899348.000000000000
SupraTentorialVolNotVent,888452.000000000000
SubCortGrayVol,57962.000000000000
lhCortexVol,220232.289800903731
rhCortexVol,220412.420956961665
CortexVol,440644.710757865396
TotalGrayVol,600614.710757865454
lhCerebralWhiteMatterVol,195744.500000000000
rhCerebralWhiteMatterVol,195367.500000000000
CerebralWhiteMatterVol,391112.000000000000
MaskVol,1415752.000000000000
SupraTentorialVolNotVentVox,888452.000000000000
BrainSegVolNotVentSurf,1016239.000000000000
VentricleChoroidVol,8303.000000000000
