Measure,Value
BrainSegVol,1211410.000000
lhCortexVol,245741.080775
rhCortexVol,242854.268564
CortexVol,488595.349339
TotalGrayVol,658964.349339
MaskVol,1655187.000000
BrainSegVol-to-eTIV,0.787102
MaskVol-to-eTIV,1.075442
eTIV,1539076.666544
