Measure,Value
BrainSegVol,1162224.000000
lhCortexVol,260491.380582
rhCortexVol,263236.367391
CortexVol,523727.747973
TotalGrayVol,717149.747973
MaskVol,1564794.000000
BrainSegVol-to-eTIV,0.772016
MaskVol-to-eTIV,1.039426
eTIV,1505440.566272
