Measure,Value
BrainSegVol,1066181.000000
lhCortexVol,233069.998473
rhCortexVol,228808.157099
CortexVol,461878.155572
TotalGrayVol,618016.155572
MaskVol,1527069.000000
BrainSegVol-to-eTIV,0.732885
MaskVol-to-eTIV,1.049696
eTIV,1454772.129059
