Measure,Vol
BrainSegVol,1103749.000000000000
BrainSegVolNotVent,1088043.000000000000
SupraTentorialVol,973607.000000000000
SupraTentorialVolNotVent,957901.000000000000
SubCortGrayVol,65126.000000000000
lhCortexVol,232891.771655135963
rhCortexVol,237086.106354757940
CortexVol,469977.878009893931
TotalGrayVol,636381.878009893931
lhCerebralWhiteMatterVol,211772.000000000000
rhCerebralWhiteMatterVol,212562.000000000000
CerebralWhiteMatterVol,424334.000000000000
MaskVol,1604695.000000000000
SupraTentorialVolNotVentVox,957901.000000000000
BrainSegVolNotVentSurf,1088043.000000000000
VentricleChoroidVol,11875.000000000000
