Measure,Value
BrainSegVol,919104.000000
lhCortexVol,200455.248277
rhCortexVol,202857.129647
CortexVol,403312.377924
TotalGrayVol,533415.377924
MaskVol,1398287.000000
BrainSegVol-to-eTIV,0.745807
MaskVol-to-eTIV,1.134639
eTIV,1232362.359370
