Measure,Vol
BrainSegVol,1195651.000000000000
BrainSegVolNotVent,1171923.000000000000
SupraTentorialVol,1060525.000000000000
SupraTentorialVolNotVent,1036797.000000000000
SubCortGrayVol,58828.000000000000
lhCortexVol,240559.953130354348
rhCortexVol,243268.226096020197
CortexVol,483828.179226374545
TotalGrayVol,644150.179226374486
lhCerebralWhiteMatterVol,248163.500000000000
rhCerebralWhiteMatterVol,247874.500000000000
CerebralWhiteMatterVol,496038.000000000000
MaskVol,1635005.000000000000
SupraTentorialVolNotVentVox,1036797.000000000000
BrainSegVolNotVentSurf,1171923.000000000000
VentricleChoroidVol,20903.000000000000
