Measure,Value
BrainSegVol,1230738.000000
lhCortexVol,279919.231103
rhCortexVol,280462.658555
CortexVol,560381.889657
TotalGrayVol,746783.889657
MaskVol,1716555.000000
BrainSegVol-to-eTIV,0.779795
MaskVol-to-eTIV,1.087609
eTIV,1578283.484404
