Measure,Value
BrainSegVol,1091168.000000
lhCortexVol,225883.284264
rhCortexVol,225875.837710
CortexVol,451759.121974
TotalGrayVol,615385.121974
MaskVol,1488343.000000
BrainSegVol-to-eTIV,0.848414
MaskVol-to-eTIV,1.157229
eTIV,1286127.006463
