Measure,Vol
BrainSegVol,1183461.000000000000
BrainSegVolNotVent,1161068.000000000000
SupraTentorialVol,1043726.000000000000
SupraTentorialVolNotVent,1021333.000000000000
SubCortGrayVol,60368.000000000000
lhCortexVol,249738.990976243163
rhCortexVol,251967.684155780153
CortexVol,501706.675132023287
TotalGrayVol,668120.675132023287
lhCerebralWhiteMatterVol,231609.000000000000
rhCerebralWhiteMatterVol,229715.000000000000
CerebralWhiteMatterVol,461324.000000000000
MaskVol,1632922.000000000000
SupraTentorialVolNotVentVox,1021333.000000000000
BrainSegVolNotVentSurf,1161068.000000000000
VentricleChoroidVol,18630.000000000000
