Measure,Vol
BrainSegVol,1078596.000000000000
BrainSegVolNotVent,1053479.000000000000
SupraTentorialVol,949414.000000000000
SupraTentorialVolNotVent,924297.000000000000
SubCortGrayVol,56240.000000000000
lhCortexVol,226342.147373537679
rhCortexVol,226863.298789495107
CortexVol,453205.446163032786
TotalGrayVol,612137.446163032786
lhCerebralWhiteMatterVol,208142.500000000000
rhCerebralWhiteMatterVol,208963.500000000000
CerebralWhiteMatterVol,417106.000000000000
MaskVol,1533798.000000000000
SupraTentorialVolNotVentVox,924297.000000000000
BrainSegVolNotVentSurf,1053479.000000000000
VentricleChoroidVol,21097.000000000000
