Measure,Value
BrainSegVol,1149517.000000
lhCortexVol,257544.217577
rhCortexVol,258536.055797
CortexVol,516080.273375
TotalGrayVol,683188.273375
MaskVol,1689161.000000
BrainSegVol-to-eTIV,0.805311
MaskVol-to-eTIV,1.183366
eTIV,1427420.354035
