Measure,Vol
BrainSegVol,1145682.000000000000
BrainSegVolNotVent,1127207.000000000000
SupraTentorialVol,1013100.000000000000
SupraTentorialVolNotVent,994625.000000000000
SubCortGrayVol,62475.000000000000
lhCortexVol,236193.263982190401
rhCortexVol,234946.170812653785
CortexVol,471139.434794844186
TotalGrayVol,637500.434794844128
lhCerebralWhiteMatterVol,233446.500000000000
rhCerebralWhiteMatterVol,228924.500000000000
CerebralWhiteMatterVol,462371.000000000000
MaskVol,1556424.000000000000
SupraTentorialVolNotVentVox,994625.000000000000
BrainSegVolNotVentSurf,1127207.000000000000
VentricleChoroidVol,15181.000000000000
