Measure,Value
BrainSegVol,1186141.000000
lhCortexVol,249574.726637
rhCortexVol,248446.447633
CortexVol,498021.174270
TotalGrayVol,669210.174270
MaskVol,1653819.000000
BrainSegVol-to-eTIV,0.782616
MaskVol-to-eTIV,1.091189
eTIV,1515611.356347
