Measure,Value
BrainSegVol,1441562.000000
lhCortexVol,293501.617268
rhCortexVol,286371.766281
CortexVol,579873.383549
TotalGrayVol,784613.383549
MaskVol,1987139.000000
BrainSegVol-to-eTIV,0.790554
MaskVol-to-eTIV,1.089749
eTIV,1823483.582514
