Measure,Value
BrainSegVol,1060580.000000
lhCortexVol,228561.333830
rhCortexVol,227426.206430
CortexVol,455987.540260
TotalGrayVol,612849.540260
MaskVol,1527715.000000
BrainSegVol-to-eTIV,0.729035
MaskVol-to-eTIV,1.050140
eTIV,1454772.129059
