Measure,Vol
BrainSegVol,1266815.000000000000
BrainSegVolNotVent,1249642.000000000000
SupraTentorialVol,1136434.000000000000
SupraTentorialVolNotVent,1119261.000000000000
SubCortGrayVol,72132.000000000000
lhCortexVol,270097.328253058076
rhCortexVol,271124.058528642810
CortexVol,541221.386781700887
TotalGrayVol,716007.386781700887
lhCerebralWhiteMatterVol,254523.500000000000
rhCerebralWhiteMatterVol,253266.500000000000
CerebralWhiteMatterVol,507790.000000000000
MaskVol,1715830.000000000000
SupraTentorialVolNotVentVox,1119261.000000000000
BrainSegVolNotVentSurf,1249642.000000000000
VentricleChoroidVol,14260.000000000000
