Measure,Vol
BrainSegVol,1149912.000000000000
BrainSegVolNotVent,1135281.000000000000
SupraTentorialVol,1019372.000000000000
SupraTentorialVolNotVent,1004741.000000000000
SubCortGrayVol,63822.000000000000
lhCortexVol,256945.126122135698
rhCortexVol,260395.273099699087
CortexVol,517340.399221834785
TotalGrayVol,684247.399221834727
lhCerebralWhiteMatterVol,212631.500000000000
rhCerebralWhiteMatterVol,212752.500000000000
CerebralWhiteMatterVol,425384.000000000000
MaskVol,1673506.000000000000
SupraTentorialVolNotVentVox,1004741.000000000000
BrainSegVolNotVentSurf,1135281.000000000000
VentricleChoroidVol,11019.000000000000
