Measure,Vol
BrainSegVol,1117031.000000000000
BrainSegVolNotVent,1102138.000000000000
SupraTentorialVol,990042.000000000000
SupraTentorialVolNotVent,975149.000000000000
SubCortGrayVol,58948.000000000000
lhCortexVol,233267.894420390454
rhCortexVol,233970.460020340863
CortexVol,467238.354440731346
TotalGrayVol,625016.354440731346
lhCerebralWhiteMatterVol,226692.000000000000
rhCerebralWhiteMatterVol,224194.000000000000
CerebralWhiteMatterVol,450886.000000000000
MaskVol,1525759.000000000000
SupraTentorialVolNotVentVox,975149.000000000000
BrainSegVolNotVentSurf,1102138.000000000000
VentricleChoroidVol,11079.000000000000
