Measure,Vol
BrainSegVol,1115197.000000000000
BrainSegVolNotVent,1096284.000000000000
SupraTentorialVol,966806.000000000000
SupraTentorialVolNotVent,947893.000000000000
SubCortGrayVol,58499.000000000000
lhCortexVol,244009.360627381015
rhCortexVol,248158.201963209576
CortexVol,492167.562590590562
TotalGrayVol,669773.562590590562
lhCerebralWhiteMatterVol,200492.500000000000
rhCerebralWhiteMatterVol,198354.500000000000
CerebralWhiteMatterVol,398847.000000000000
MaskVol,1523148.000000000000
SupraTentorialVolNotVentVox,947893.000000000000
BrainSegVolNotVentSurf,1096284.000000000000
VentricleChoroidVol,14733.000000000000
