Measure,Value
BrainSegVol,1109600.000000
lhCortexVol,245455.061990
rhCortexVol,246925.846924
CortexVol,492380.908914
TotalGrayVol,650209.908914
MaskVol,1525797.000000
BrainSegVol-to-eTIV,0.801215
MaskVol-to-eTIV,1.101741
eTIV,1384895.894146
