Measure,Vol
BrainSegVol,978259.000000000000
BrainSegVolNotVent,962961.000000000000
SupraTentorialVol,871942.000000000000
SupraTentorialVolNotVent,856644.000000000000
SubCortGrayVol,57019.000000000000
lhCortexVol,227350.341596805229
rhCortexVol,229078.071902976197
CortexVol,456428.413499781396
TotalGrayVol,597388.413499781396
lhCerebralWhiteMatterVol,172539.500000000000
rhCerebralWhiteMatterVol,171515.500000000000
CerebralWhiteMatterVol,344055.000000000000
MaskVol,1389602.000000000000
SupraTentorialVolNotVentVox,856644.000000000000
BrainSegVolNotVentSurf,962961.000000000000
VentricleChoroidVol,12008.000000000000
