Measure,Vol
BrainSegVol,1105521.000000000000
BrainSegVolNotVent,1086756.000000000000
SupraTentorialVol,966934.000000000000
SupraTentorialVolNotVent,948169.000000000000
SubCortGrayVol,57493.000000000000
lhCortexVol,236014.771140572440
rhCortexVol,234453.571511574934
CortexVol,470468.342652147403
TotalGrayVol,640868.342652147403
lhCerebralWhiteMatterVol,213459.000000000000
rhCerebralWhiteMatterVol,208926.000000000000
CerebralWhiteMatterVol,422385.000000000000
MaskVol,1515333.000000000000
SupraTentorialVolNotVentVox,948169.000000000000
BrainSegVolNotVentSurf,1086756.000000000000
VentricleChoroidVol,14566.000000000000
