Measure,Value
BrainSegVol,1046257.000000
lhCortexVol,223972.211381
rhCortexVol,228428.719094
CortexVol,452400.930475
TotalGrayVol,618355.930475
MaskVol,1494232.000000
BrainSegVol-to-eTIV,0.774746
MaskVol-to-eTIV,1.106468
eTIV,1350452.189995
