Measure,Value
BrainSegVol,1079131.000000
lhCortexVol,221165.909319
rhCortexVol,223834.643220
CortexVol,445000.552539
TotalGrayVol,611739.552539
MaskVol,1552720.000000
BrainSegVol-to-eTIV,0.767213
MaskVol-to-eTIV,1.103913
eTIV,1406560.695381
