Measure,Vol
BrainSegVol,1194581.000000000000
BrainSegVolNotVent,1174545.000000000000
SupraTentorialVol,1056770.000000000000
SupraTentorialVolNotVent,1036734.000000000000
SubCortGrayVol,63450.000000000000
lhCortexVol,252103.823276099982
rhCortexVol,251122.289472375414
CortexVol,503226.112748475396
TotalGrayVol,673273.112748475396
lhCerebralWhiteMatterVol,236481.500000000000
rhCerebralWhiteMatterVol,235497.500000000000
CerebralWhiteMatterVol,471979.000000000000
MaskVol,1649428.000000000000
SupraTentorialVolNotVentVox,1036734.000000000000
BrainSegVolNotVentSurf,1174545.000000000000
VentricleChoroidVol,16525.000000000000
