Measure,Value
BrainSegVol,1105521.000000
lhCortexVol,236014.771141
rhCortexVol,234453.571512
CortexVol,470468.342652
TotalGrayVol,640868.342652
MaskVol,1515333.000000
BrainSegVol-to-eTIV,0.779953
MaskVol-to-eTIV,1.069078
eTIV,1417420.150481
