Measure,Value
BrainSegVol,1118046.000000
lhCortexVol,248848.955987
rhCortexVol,246830.663351
CortexVol,495679.619338
TotalGrayVol,678296.619338
MaskVol,1512806.000000
BrainSegVol-to-eTIV,0.806182
MaskVol-to-eTIV,1.090829
eTIV,1386840.158537
