Measure,Value
BrainSegVol,1142385.000000
lhCortexVol,235116.655377
rhCortexVol,236782.956322
CortexVol,471899.611699
TotalGrayVol,650404.611699
MaskVol,1492592.000000
BrainSegVol-to-eTIV,0.807003
MaskVol-to-eTIV,1.054396
eTIV,1415589.108302
