Measure,Value
BrainSegVol,1367711.000000
lhCortexVol,289859.016725
rhCortexVol,291619.693675
CortexVol,581478.710400
TotalGrayVol,788929.710400
MaskVol,1887037.000000
BrainSegVol-to-eTIV,0.756834
MaskVol-to-eTIV,1.044208
eTIV,1807147.108850
