Measure,Vol
BrainSegVol,1344248.000000000000
BrainSegVolNotVent,1325939.000000000000
SupraTentorialVol,1193150.000000000000
SupraTentorialVolNotVent,1174841.000000000000
SubCortGrayVol,75183.000000000000
lhCortexVol,280032.692714686505
rhCortexVol,284719.219798801176
CortexVol,564751.912513487739
TotalGrayVol,763028.912513487739
lhCerebralWhiteMatterVol,269043.500000000000
rhCerebralWhiteMatterVol,268347.500000000000
CerebralWhiteMatterVol,537391.000000000000
MaskVol,1792488.000000000000
SupraTentorialVolNotVentVox,1174841.000000000000
BrainSegVolNotVentSurf,1325939.000000000000
VentricleChoroidVol,13537.000000000000
