Measure,Vol
BrainSegVol,1043807.000000000000
BrainSegVolNotVent,1025568.000000000000
SupraTentorialVol,916153.000000000000
SupraTentorialVolNotVent,897914.000000000000
SubCortGrayVol,55885.000000000000
lhCortexVol,229977.466789812053
rhCortexVol,232345.750146219187
CortexVol,462323.216936031240
TotalGrayVol,618798.216936031240
lhCerebralWhiteMatterVol,191589.000000000000
rhCerebralWhiteMatterVol,190271.000000000000
CerebralWhiteMatterVol,381860.000000000000
MaskVol,1492233.000000000000
SupraTentorialVolNotVentVox,897914.000000000000
BrainSegVolNotVentSurf,1025568.000000000000
VentricleChoroidVol,13924.000000000000
