Measure,Vol
BrainSegVol,1220574.000000000000
BrainSegVolNotVent,1206717.000000000000
SupraTentorialVol,1078612.000000000000
SupraTentorialVolNotVent,1064755.000000000000
SubCortGrayVol,66791.000000000000
lhCortexVol,268076.051970075758
rhCortexVol,267544.990387530066
CortexVol,535621.042357605882
TotalGrayVol,714150.042357605882
lhCerebralWhiteMatterVol,233601.500000000000
rhCerebralWhiteMatterVol,231011.500000000000
CerebralWhiteMatterVol,464613.000000000000
MaskVol,1675562.000000000000
SupraTentorialVolNotVentVox,1064755.000000000000
BrainSegVolNotVentSurf,1206717.000000000000
VentricleChoroidVol,10030.000000000000
