Measure,Value
BrainSegVol,1282425.000000
lhCortexVol,272117.731648
rhCortexVol,271537.434006
CortexVol,543655.165654
TotalGrayVol,731210.165654
MaskVol,1731494.000000
BrainSegVol-to-eTIV,0.779316
MaskVol-to-eTIV,1.052211
eTIV,1645577.317238
