Measure,Vol
BrainSegVol,1067810.000000000000
BrainSegVolNotVent,1049684.000000000000
SupraTentorialVol,919822.000000000000
SupraTentorialVolNotVent,901696.000000000000
SubCortGrayVol,56933.000000000000
lhCortexVol,227667.615438215464
rhCortexVol,235745.318601010280
CortexVol,463412.934039225744
TotalGrayVol,639170.934039225685
lhCerebralWhiteMatterVol,192165.500000000000
rhCerebralWhiteMatterVol,191589.500000000000
CerebralWhiteMatterVol,383755.000000000000
MaskVol,1523881.000000000000
SupraTentorialVolNotVentVox,901696.000000000000
BrainSegVolNotVentSurf,1049684.000000000000
VentricleChoroidVol,13985.000000000000
