Measure,Vol
BrainSegVol,1095787.000000000000
BrainSegVolNotVent,1070544.000000000000
SupraTentorialVol,965983.000000000000
SupraTentorialVolNotVent,940740.000000000000
SubCortGrayVol,57200.000000000000
lhCortexVol,231570.509187930817
rhCortexVol,231749.818637532502
CortexVol,463320.327825463319
TotalGrayVol,623332.327825463377
lhCerebralWhiteMatterVol,210783.000000000000
rhCerebralWhiteMatterVol,211533.000000000000
CerebralWhiteMatterVol,422316.000000000000
MaskVol,1534145.000000000000
SupraTentorialVolNotVentVox,940740.000000000000
BrainSegVolNotVentSurf,1070544.000000000000
VentricleChoroidVol,21283.000000000000
