Measure,Value
BrainSegVol,1094581.000000
lhCortexVol,233057.785724
rhCortexVol,231818.587413
CortexVol,464876.373137
TotalGrayVol,632590.373137
MaskVol,1506060.000000
BrainSegVol-to-eTIV,0.833479
MaskVol-to-eTIV,1.146804
eTIV,1313267.603895
