Measure,Vol
BrainSegVol,1198810.000000000000
BrainSegVolNotVent,1175720.000000000000
SupraTentorialVol,1059884.000000000000
SupraTentorialVolNotVent,1036794.000000000000
SubCortGrayVol,60971.000000000000
lhCortexVol,256450.456903109851
rhCortexVol,255080.544981066603
CortexVol,511531.001884176454
TotalGrayVol,679419.001884176396
lhCerebralWhiteMatterVol,233736.500000000000
rhCerebralWhiteMatterVol,232362.500000000000
CerebralWhiteMatterVol,466099.000000000000
MaskVol,1633025.000000000000
SupraTentorialVolNotVentVox,1036794.000000000000
BrainSegVolNotVentSurf,1175720.000000000000
VentricleChoroidVol,19274.000000000000
