Measure,Value
BrainSegVol,1045840.000000
lhCortexVol,222995.455896
rhCortexVol,224826.010567
CortexVol,447821.466463
TotalGrayVol,604677.466463
MaskVol,1526422.000000
BrainSegVol-to-eTIV,0.718903
MaskVol-to-eTIV,1.049252
eTIV,1454772.129059
