Measure,Value
BrainSegVol,1059918.000000
lhCortexVol,228270.211605
rhCortexVol,228775.745517
CortexVol,457045.957121
TotalGrayVol,624112.957121
MaskVol,1493724.000000
BrainSegVol-to-eTIV,0.784862
MaskVol-to-eTIV,1.106092
eTIV,1350452.189995
