Measure,Value
BrainSegVol,977893.000000
lhCortexVol,207218.056483
rhCortexVol,205331.884001
CortexVol,412549.940484
TotalGrayVol,554656.940484
MaskVol,1323937.000000
BrainSegVol-to-eTIV,0.781421
MaskVol-to-eTIV,1.057940
eTIV,1251429.046159
